"state","county","clinton_pctvotes","trump_pctvotes","obama_pctvotes","pct_pop65","pct_black","pct_white","pct_hispanic","pct_asian","highschool","bachelors","income","trump_win"
"NC","Gaston County",32.66,64.79,36.71,15.1,16.1,80.2,6.4,1.4,81,18,42.017,1
"NC","Gates County",44.5,53.51,51.69,17.8,33.2,63.7,2,0.2,83.3,11.6,46.592,1
"NC","Graham County",18.59,79.63,28.52,22.3,0.4,89.7,3.2,0.4,78.6,14.4,33.903,1
"NC","Granville County",47.65,50.15,51.9,15.3,32.1,64.7,7.6,0.7,81.1,16.4,49.852,1
"NC","Greene County",44.55,54.39,45.9,14.8,36.6,59.2,14.7,0.5,76,11.6,40.853,1
"NC","Guilford County",58.69,38.66,57.84,13.8,34,58.4,7.6,4.6,87.9,33.2,45.431,0
"NC","Halifax County",62.87,35.99,65.82,18.3,53.2,40.8,2.7,0.8,75.8,11.8,32.329,0
"NC","Harnett County",36.6,60.68,39.81,11.2,21.5,72.1,11.9,1.3,84.4,18.5,44.625,1
"NC","Haywood County",34.53,62.49,42.42,23.7,1.2,96.5,3.7,0.5,86.1,23.1,41.557,1
"NC","Henderson County",34.61,62.55,35.64,24.5,3.4,93,9.9,1.1,87.5,27.7,44.815,1
"NC","Hertford County",68.18,30.5,71.88,17.5,59.8,36.3,3.8,0.8,77.5,15.4,33.406,0
"NC","Hoke County",53.84,43.01,59.02,8.4,34.3,50.4,12.5,1.5,84,17.2,45.489,0
"NC","Hyde County",42.06,56.09,49.07,17.7,29.6,68,8,0.5,78.8,10.7,42.279,1
"NC","Iredell County",30.28,67.1,34.25,14.6,12.2,83.1,7.3,2.4,85.9,23.9,50.329,1
"NC","Jackson County",42.01,53.91,48.63,17.7,2.3,85.2,5.1,1,85,27.9,36.951,1
"NC","Johnston County",33.3,63.96,35.58,12.3,16,80.4,13.4,0.8,83.2,20.4,49.711,1
"NC","Jones County",40.5,58.36,44.97,21.7,31.1,65.9,4.4,0.5,83.8,11.1,36.213,1
"NC","Lee County",42.07,55.22,44.44,15,20.1,75.2,19.5,1.1,80.2,20.2,44.819,1
"NC","Lenoir County",46.09,52.37,49,17.9,41,56.3,7.5,0.7,79,14,35.77,1
"NC","Lincoln County",24.93,72.63,30.06,15.9,5.8,91.7,7.2,0.6,83.6,19.4,48.94,1
"NC","Macon County",27.92,69.42,33.98,26.4,1.8,95.6,6.6,0.8,85.7,20.5,37.892,1
"NC","Madison County",35.56,61.42,44.56,19.8,1.8,95.9,2.7,0.5,80.8,18.6,38.598,1
"NC","Martin County",49.06,49.56,51.94,20.6,42.9,55,3.6,0.5,81.5,11.9,35.111,1
"NC","McDowell County",23.75,74.23,33.45,18.5,4.1,92.8,5.5,0.9,80.8,13.9,35.297,1
"NC","Mecklenburg County",63.28,33.41,60.82,10,32.2,59.2,12.7,5.5,88.8,40.7,55.444,0
"NC","Mitchell County",19.94,78.32,23.59,23.4,0.7,96.7,4.6,0.5,81.3,16.9,37.68,1
"NC","Montgomery County",35.88,61.75,41.95,18.5,19,77.1,15.2,1.5,71.8,15.1,31.83,1
"NC","Moore County",33.82,63.4,35.56,23.8,13,82.8,6.3,1.2,89.7,31.3,49.544,1
"NC","Nash County",49.09,49.34,50.2,16.4,39.4,56.8,6.6,1,83.1,19.2,43.084,1
"NC","New Hanover County",46.18,50.27,47.07,15.8,14.6,81.3,5.4,1.4,90.6,36.6,49.835,1
"NC","Northampton County",62.63,36.43,67.26,23,58.4,39.6,2,0.3,72.9,9.4,31.433,0
"NC","Onslow County",30.99,65.64,35.98,8.4,15.8,76.6,12.1,2.2,90.2,18,45.45,1
"NC","Orange County",74.04,23.02,70.41,11.2,12.2,76.8,8.4,7.7,91,55.8,55.569,0
"NC","Pamlico County",35.84,62.39,39.21,26,20.1,77,3.5,0.6,85.7,18.7,43.853,1
"NC","Pasquotank County",49.84,47.64,57.49,15.5,37.3,58.5,4.7,1.5,83.7,20.1,46.053,0
"NC","Pender County",33.56,63.97,39.34,17.1,16.8,79.7,6.4,0.7,86.7,21.7,44.524,1
"NC","Perquimans County",34.74,62.82,41.49,24.3,24.4,73.2,2.3,0.5,83.7,18.4,43.709,1
"NC","Person County",40.26,57.59,44.11,17.5,27.3,69.9,4.2,0.5,83,14.7,42.317,1
"NC","Pitt County",52.34,44.96,52.99,11.3,34.8,60.7,5.9,1.9,85.8,28.1,40.718,0
"NC","Polk County",34.65,62.84,38.75,27.5,4.5,92.9,5.6,0.6,87,26.9,44.745,1
"NC","Randolph County",20.55,77.27,24.38,16.1,6.3,89.8,11.1,1.2,78,13.8,41.208,1
"NC","Richmond County",44.07,54.21,50.96,16.1,31.4,62.4,6.4,1,80.1,12.4,32.384,1
"NC","Robeson County",46.58,51.44,57.9,13,24.7,32.2,8.1,0.8,71.5,12.5,29.806,1
"NC","Rockingham County",33.98,63.96,38.92,18.4,19,78.1,5.9,0.6,79,12.9,38.567,1
"NC","Rowan County",30.45,67.2,36.45,16.3,16.6,80.1,8.2,1.1,81,17,41.495,1
"NC","Rutherford County",25.03,72.89,32.7,19.5,9.9,87.3,4.1,0.6,81.6,17,36.334,1
"NC","Sampson County",40.9,57.57,44.21,16,27,67.4,18.4,0.6,75,12.6,36.496,1
"NC","Scotland County",52.97,45.2,58,16.1,39.2,46.4,2.9,0.8,77.6,14.3,29.592,0
"NC","Stanly County",23.8,73.98,29.31,17.6,11.3,84.7,3.9,2,80.6,16,42.518,1
"NC","Stokes County",20.94,76.53,27.9,19.1,4.2,93.9,2.9,0.4,81.1,13.4,42.703,1
"NC","Surry County",23.49,74.2,30.95,18.9,4.1,93.4,10.1,0.7,75.3,15,35.641,1
"NC","Swain County",36.54,59.46,45.89,18.5,1.3,65.7,4.7,0.6,82.1,16.3,36.094,1
"NC","Transylvania County",37.39,59.87,40.93,28.5,4.1,93.2,3.2,0.5,88.4,27.6,41.781,1
"NC","Tyrrell County",41.47,56.94,47.04,19.4,36.3,58.9,6.7,2.4,71.5,8.4,34.216,1
"NC","Union County",32.87,63.96,34.3,11.3,12.1,83.2,11,2.2,87.8,31.8,65.892,1
"NC","Vance County",61.57,36.96,63.97,16.4,50.9,46.4,7.2,0.5,75.6,11.4,34.987,0
"NC","Wake County",58.39,37.89,54.47,10,21.3,69,10,6.4,91.6,48,66.006,0
"NC","Warren County",65.87,32.62,67.86,21.5,51.5,41,4,0.4,76.5,13.5,34.285,0
"NC","Washington County",57.07,41.86,59.03,21.1,48.7,48.3,4.8,0.4,79,11.7,34.936,0
"NC","Watauga County",48.5,47,47.47,14.2,1.9,95.1,3.5,1.1,89,37.9,34.293,0
"NC","Wayne County",43.19,54.91,45.41,14.5,31.9,63.6,11.1,1.4,81.7,16.4,41.731,1
"NC","Wilkes County",21.39,76.56,28.04,19.9,4.5,93.3,5.8,0.5,74.2,12.5,33.159,1
"NC","Wilson County",51.94,46.31,53.34,16.3,39.8,57,10.1,1.1,78.5,17.9,39.204,0
"NC","Yadkin County",18.1,79.63,23.58,18.3,3.5,94.3,10.7,0.3,78.8,13.1,40.371,1
"NC","Yancey County",32.43,64.92,42.32,23.5,1.2,96.6,4.9,0.2,83.2,17.9,38.579,1
"ND","Adams County",17.91,74.96,25.6,25.2,0.8,96.1,1.2,0.8,93,23.2,47.798,1
"ND","Barnes County",30.4,60.08,43.67,20.2,1.5,94.6,1.6,1.2,89.9,26.2,50.274,1
"ND","Benson County",43.4,47.78,57.36,12.2,0.1,43,2.2,0.4,83,11.6,36.491,1
"ND","Billings County",9.8,83.11,15.42,17.8,0.6,95,1.8,3.7,88.9,21.6,57.083,1
"ND","Bottineau County",21.36,72.21,33.38,21.3,0.7,94.3,2,0.5,88.1,20.9,51.667,1
"ND","Bowman County",12.83,81.68,23.84,19.5,0.3,95.8,4.7,0.2,89.1,20.7,56.964,1
"ND","Burke County",11.45,85.26,22.66,18,0.6,96.5,2.1,0.6,87.4,17.4,53.693,1
"ND","Burleigh County",23.18,69.33,32.74,14.5,1.2,92.3,1.9,0.7,93.4,33.2,61.811,1
"ND","Cass County",39.71,50.42,47.26,10.8,3.7,90.5,2.4,2.6,94.6,37.2,52.59,1
"ND","Cavalier County",24.17,68.87,39.82,26.6,0.3,97.1,1.1,0.3,87.8,16.4,55.904,1
"ND","Dickey County",23.23,69.81,33.78,21.9,1,96.3,3.4,0.5,86.8,23.6,47.359,1
"ND","Divide County",20.47,72.45,33.19,23.1,0.7,96.6,3.9,0.7,90.6,21.8,55.057,1
"ND","Dunn County",16.19,79.72,24.63,14.3,0.6,85.9,3.8,1.5,90.1,17.9,60.5,1
"ND","Eddy County",29.04,64.81,42.2,23.8,0.3,93,3.1,0.4,88.1,20.1,44.25,1
"ND","Emmons County",10.97,85.35,20.57,27.6,0.1,98.1,1.1,0.1,81.6,14.4,38.477,1
"ND","Foster County",20.36,72.81,36.08,22,0.3,97.4,1.2,0.5,86.4,19.6,50.677,1
"ND","Golden Valley County",10.51,84.18,17.42,18.5,0.8,96.7,2.7,0.2,91.2,18.3,36.1,1
"ND","Grand Forks County",36.44,54.95,47.01,11.2,3.5,88.8,3.8,2.3,92.5,32.6,46.745,1
"ND","Grant County",13.74,80.68,23.93,27.7,0,96.1,1,0.2,86.5,16.4,41.694,1
"ND","Griggs County",23.9,67.92,40.07,28.7,0.4,98.4,0.8,0.1,83.4,14.8,45.542,1
"ND","Hettinger County",13.32,81.84,23.17,22.9,0.6,94.5,2.3,0.2,87.2,17.3,47.743,1
"ND","Kidder County",13.18,81.44,30,21,0.5,97.3,3.8,0.7,84,19.4,50,1
"ND","LaMoure County",23.64,69.74,33.82,25.5,0.3,98.4,1.1,0.1,87.3,21.5,53.691,1
"ND","Logan County",10.87,84.17,21.21,27,0.3,97.9,0.9,0.3,76.9,13,49.076,1
"ND","McHenry County",17.64,74.1,34.83,19,0.3,97.2,2.6,0.4,88.4,16.3,45.343,1
"ND","McIntosh County",16.37,76.95,30.2,31.3,0.3,97.7,2.1,0.6,75.4,18.6,36.066,1
"ND","McKenzie County",15.15,79.69,27.05,8.3,1.2,81.7,6.8,0.7,89.9,22.3,64.866,1
"ND","McLean County",20.55,73.51,33.92,21.5,0.3,90.6,2.1,0.1,90.5,17.5,53.565,1
"ND","Mercer County",13.5,81.4,26.42,17,0.4,95.4,2.5,0.3,88.8,20.5,66.534,1
"ND","Morton County",19.79,72.81,33.06,14.9,0.9,92.6,2.7,0.4,90.2,24.1,60.065,1
"ND","Mountrail County",30.21,63.63,40.68,10.8,0.9,68.7,6.2,0.3,90.2,18.3,68.722,1
"ND","Nelson County",31.64,60.51,45.92,27.9,0.6,95.8,2,0.3,89.3,21,49.839,1
"ND","Oliver County",11.88,82.53,27.82,18.7,0.4,95.1,2.5,0.3,87.5,16.4,71.25,1
"ND","Pembina County",22.02,71.26,38.59,21.6,0.5,95.6,3.7,0.4,89,19.2,49.846,1
"ND","Pierce County",21.34,70.94,30.34,22.8,0.6,93.9,1.4,0.1,82.3,12.4,42.975,1
"ND","Ramsey County",28.84,61.63,43.49,18.4,0.5,86.7,2.5,0.5,88.2,21,48.604,1
"ND","Ransom County",36.08,52.18,55.6,20.7,0.6,97,1.9,0.4,87.9,16.5,49.788,1
"ND","Renville County",15.94,77.93,31.29,18.9,0.7,96.8,2.3,0.5,93.3,17.2,60.847,1
"ND","Richland County",27.67,63.79,42.26,15.8,0.8,94,2.7,0.7,89.8,20.8,53.759,1
"ND","Rolette County",57.26,33.04,74.01,10.2,0.4,20.6,1.6,0.1,81.8,19.9,31.336,0
"ND","Sargent County",35.04,55.01,54,19.8,0.7,96.6,2.9,0.6,88.5,17.9,53.381,1
"ND","Sheridan County",12.14,83.2,19.93,29,0.5,95.9,1.3,0.2,84.6,16,43.25,1
"ND","Sioux County",64.4,21.75,79.09,7.3,0.3,14.9,3.8,0.1,83.3,17.7,36.111,0
"ND","Slope County",9.84,84.54,19.12,20.4,0.5,96.1,3,0,85.7,22.5,61.667,1
"ND","Stark County",14.4,80.21,24.31,12.8,1.7,93.9,4.9,1.4,89.3,24.7,62.559,1
"ND","Steele County",36.69,54.57,50.1,23.7,0.2,97.9,1.3,0.2,92,20.3,55.735,1
"ND","Stutsman County",24.99,67.48,37.76,17.6,1.1,95.1,2.1,0.7,87.3,23.7,50.12,1
"ND","Towner County",26.82,64.47,43.9,23.5,0.2,94.4,0.8,0.2,93.2,21.8,55.521,1
"ND","Traill County",32.07,58.57,46.45,19,0.8,96.1,3.2,0.4,90.5,28.9,48.767,1
"ND","Walsh County",25.67,65.84,41.85,21,0.4,95.6,11.1,0.5,83,18.3,48.592,1
"ND","Ward County",21.56,69.25,33.34,11.5,4,89.4,5.1,1.2,92.9,25.9,56.58,1
"ND","Wells County",17.81,76.23,28.44,27.1,0.3,97.7,1.1,0.1,85.7,19.3,44.132,1
"ND","Williams County",13.74,80.08,23.83,9.4,2.4,90,5.2,0.8,89.5,19.9,76.21,1
"NE","Adams County",24.84,69.88,32.05,16.5,1,95.1,8.8,1.7,90.7,20.4,49.44,1
"NE","Antelope County",11.83,84.38,17.79,22.4,0.3,98.5,3,0.4,90.8,16.7,43.518,1
"NE","Arthur County",6.08,90.11,11.49,21.2,0.2,96.7,5.1,0.2,94.5,31.7,40.568,1
"NE","Banner County",4.62,91.03,13.68,29.6,2.6,96.5,4.1,0,91.3,15.8,36.875,1
"NE","Blaine County",9.58,87.22,9.63,21.8,0.2,98.8,0.2,0,99,16,42.917,1
"NE","Boone County",14.44,80.19,21.97,21.6,0.4,98.3,1.7,0.3,93.1,13.8,45.246,1
"NE","Box Butte County",20.02,74.56,35.98,16.1,0.7,92.5,11.9,0.5,90.4,17.6,46.373,1
"NE","Boyd County",11.21,85.64,17.77,28.7,0.1,97.2,2,0.9,91.6,16.1,41.279,1
"NE","Brown County",9.69,87.4,14.43,24.3,0.2,98.1,1.2,0.2,91.2,21.8,33.647,1
"NE","Buffalo County",22.9,70.44,27.63,12.9,1.1,95.4,8.6,1.6,92.3,31.6,50.963,1
"NE","Burt County",26.34,66.99,38.29,23.9,0.5,95.7,2.7,0.3,91.9,18.3,46.817,1
"NE","Butler County",17.63,78.39,26.93,20.6,0.4,98,2.8,0.5,91,14.1,50.247,1
"NE","Cass County",27.45,66.52,35.96,16.1,0.5,97,3.1,0.5,94,23.6,64.697,1
"NE","Cedar County",13.12,81.03,22.35,21.3,0.1,98.6,1.5,0.1,92.7,16.6,48.038,1
"NE","Chase County",9.24,87.57,13.63,20.7,0.2,98.6,12.6,0.1,90.8,18.2,45.61,1
"NE","Cherry County",10.29,85.11,14.29,21.4,0.4,90.9,2.8,0.3,92.5,21.3,45.464,1
"NE","Cheyenne County",15.36,79.01,23.42,16.2,0.4,95.6,6.6,1.5,93.3,25.3,51.529,1
"NE","Clay County",15.81,79.82,22.7,19.1,0.7,96.3,8.9,0.3,87.3,17.6,46.784,1
"NE","Colfax County",27.02,68.44,31.47,13.1,2.9,91.2,43.1,0.9,70.4,14.4,51.765,1
"NE","Cuming County",17.85,77.61,25.84,21.5,0.3,97.5,9.6,0.4,88.7,17.5,47.5,1
"NE","Custer County",11.57,84.1,19.69,20.9,0.5,97.6,2.6,0.3,92.6,21,44.873,1
"NE","Dakota County",40.01,55.49,47.36,12.7,4.3,86.4,37.4,3.5,72.8,11.1,47.069,1
"NE","Dawes County",21.94,71.52,30.32,17.6,1.8,89.2,4.3,1.5,93.5,40.6,40.359,1
"NE","Dawson County",24.94,69.94,28.09,15,4.3,91.4,33.2,0.8,75.8,16,46.078,1
"NE","Deuel County",12.28,82.8,21.25,23.5,0.3,96.9,5.5,0.4,92.6,21.8,44.922,1
"NE","Dixon County",20.26,74.38,32.63,19.7,0.6,97.2,12,0.2,86.1,16.5,47.325,1
"NE","Dodge County",29.75,65.08,37.86,19,1.1,95.5,11.3,0.6,86,18.7,48.626,1
"NE","Douglas County",47.92,46.53,47.15,11.5,11.6,81.3,12,3.3,89.5,36.4,53.325,0
"NE","Dundy County",9.38,86.72,17.94,23.3,0.4,96.6,6.5,0.1,93.7,22.2,47.431,1
"NE","Fillmore County",21.19,72.94,28.21,22.9,0.7,97.3,3.9,0.7,92.5,18.2,48.464,1
"NE","Franklin County",15.1,81.22,24.95,25.7,0.2,98.1,1.9,0.1,91.2,17.5,43.011,1
"NE","Frontier County",12.29,84.43,26.79,21.2,0.2,98.4,2.3,0.2,94.7,16.5,50.227,1
"NE","Furnas County",13.13,82.72,19.05,22.7,0.4,97.6,3.2,0.2,88.9,16.8,39.603,1
"NE","Gage County",29.73,64.27,40.52,20.4,0.6,96.8,2.1,0.5,90.2,20,47.654,1
"NE","Garden County",14.39,81.75,22.24,27.7,0.4,97.1,4.5,0,93.4,20.8,39.4,1
"NE","Garfield County",12.5,84.61,15.84,26.9,0.3,99,1.3,0.1,94,13.8,41.892,1
"NE","Gosper County",16.5,79.2,23.59,20.9,0.7,97,4.1,0.4,94.3,18,45.893,1
"NE","Grant County",5.08,93.15,8.26,19.7,0.2,98.5,1.5,0.2,93.6,17.7,44.167,1
"NE","Greeley County",18.03,78.2,28.79,23.7,0.7,98.1,2.2,0.2,92.8,15,44.95,1
"NE","Hall County",28.79,66.28,35.35,14.2,2.7,92.4,25.9,1.3,81.9,17.1,48.712,1
"NE","Hamilton County",17.81,76.76,23.55,17.8,0.4,98.1,2.9,0.3,93.4,24.1,56.065,1
"NE","Harlan County",13.84,82.3,19.63,24.3,0.1,98.4,2.1,0.2,92.1,15.3,45.92,1
"NE","Hayes County",5.88,92.35,9.35,24.8,0.5,98.5,3.8,0.2,88.4,19.8,49.125,1
"NE","Hitchcock County",10.97,84.44,17.83,23.8,0.3,97.9,3.3,0.2,92.9,13.8,39.702,1
"NE","Holt County",10.48,85.86,18.15,20.8,0.3,98,3.9,0.4,90.1,19,44.427,1
"NE","Hooker County",9.66,85.75,14.97,29,0,97,1.4,0,95.1,24.7,39.327,1
"NE","Howard County",18.39,77.21,32,20.2,0.4,97.8,2.4,0.3,92.4,17.8,49.088,1
"NE","Jefferson County",24.23,69.59,34.69,22.5,0.5,97.3,3.3,0.3,89.1,13.5,44.843,1
"NE","Johnson County",27.3,65.72,38.41,16.9,6.2,90.1,10.5,1.6,87.9,12.8,42.364,1
"NE","Kearney County",16.96,77.7,24.11,18.8,0.3,97.7,5.4,0.5,91.4,26.4,56.466,1
"NE","Keith County",14.2,81.19,22.85,23.2,0.6,96.7,6.6,0.5,92,20.4,41.97,1
"NE","Keya Paha County",7.59,89.11,16.63,28.3,0,98.3,0.6,0.6,92,17.2,36.923,1
"NE","Kimball County",13.88,80.5,23.48,22.7,0.3,94.9,8.4,0.9,84.8,16.4,42.18,1
"NE","Knox County",17.61,78.33,26.28,23.8,0.2,87.9,2.6,0.4,89,17,42.23,1
"NE","Lancaster County",46.63,46.58,48.67,12.1,3.9,88.4,6.6,4.1,93.8,36.1,51.574,0
"NE","Lincoln County",18.36,76.51,28.49,17.1,1,95.7,8.3,0.9,91.5,19.4,48.158,1
"NE","Logan County",7.1,88.69,15.78,18.4,0.1,97.6,2.1,0.1,93.1,19.9,44.417,1
"NE","Loup County",12.57,84.55,17.42,24.8,0.5,99.3,2.2,0,93,12.6,38.125,1
"NE","Madison County",19.08,75.37,24.93,15.6,1.7,93.9,14.2,0.9,87.2,20.8,46.566,1
"NE","McPherson County",4.9,89.86,14.14,19.9,0.4,98.2,1.6,0,94.4,26.3,54.926,1
"NE","Merrick County",16.21,78.61,26.64,18.8,0.5,96.6,4,1,90.7,17,50.859,1
"NE","Morrill County",13.02,82.55,20.91,18.2,0.3,95.9,15,0.6,87.2,18.3,43.886,1
"NE","Nance County",17.51,78.61,29.74,20.6,0.3,98.2,2.3,0.1,88.6,13.2,44.286,1
"NE","Nemaha County",25.21,68.14,34.84,18,1.1,96.4,2.5,0.5,92.2,24.9,42.672,1
"NE","Nuckolls County",16.16,79.38,26.13,26.2,0.2,98.1,2.5,0.2,93,13.7,37.594,1
"NE","Otoe County",27.71,66.4,36.81,19.9,0.6,96.7,6.8,0.6,91.9,23.2,50.881,1
"NE","Pawnee County",21.23,73.82,29.77,25.6,0.4,97.4,1.8,0.3,87.1,11.6,37.321,1
"NE","Perkins County",11.28,84.77,17.04,21.9,0.8,98.3,3.7,0.2,91,22.3,58.625,1
"NE","Phelps County",12.39,83.14,20.18,20.1,0.5,97.6,5.3,0.4,94.2,21.7,50,1
"NE","Pierce County",10.67,85.25,18.66,18,0.4,98.4,1.6,0.2,93.1,18.8,51.924,1
"NE","Platte County",18.59,77.34,23.36,15.7,0.7,96.1,16.6,0.7,88.6,18.5,51.213,1
"NE","Polk County",16.19,79.55,21.55,20.2,0.2,98.1,3.8,0.2,93.6,20.3,52.848,1
"NE","Red Willow County",12.61,83.22,19.31,18.9,0.9,96.4,5.1,0.5,93.7,19.5,42.345,1
"NE","Richardson County",21.77,73.21,32.07,23.8,0.3,93.8,1.9,0.4,92.4,18.8,38.582,1
"NE","Rock County",8.83,86.63,13.14,21.8,0.1,98.1,2.1,0.5,91.9,19.1,43.5,1
"NE","Saline County",33.99,59.42,46.19,15,1.6,93.4,23,2.1,83.4,15.1,44.109,1
"NE","Sarpy County",35.62,57.4,37.34,10.2,4.5,89.5,8.3,2.4,94.9,36.2,69.965,1
"NE","Saunders County",23.67,70.64,32.14,17.4,0.5,97.6,2.2,0.4,93.3,24.4,59.87,1
"NE","Scotts Bluff County",22.68,71.62,30.24,17.7,0.9,93.7,22.7,0.8,87.1,20,43.444,1
"NE","Seward County",24.26,70.3,31.73,16.6,0.5,97.3,2.3,0.5,91.9,26.1,59.435,1
"NE","Sheridan County",11.15,85.46,15.88,23.4,0.4,85.5,4.6,0.3,89.8,22.6,38.548,1
"NE","Sherman County",21.76,73.6,36.41,26.1,0.2,98.5,1.9,0.3,90.1,17.7,41.835,1
"NE","Sioux County",10.86,84.91,13.74,21.1,0.2,96.6,4.8,0.2,91.2,27,42.014,1
"NE","Stanton County",15.17,79.08,23.14,15,0.9,97.1,4.8,0.1,91.8,17.7,51.493,1
"NE","Thayer County",18.75,76.27,27.56,24.7,0.4,97.8,2.2,0.3,91.4,16.3,44.422,1
"NE","Thomas County",7.75,88.89,10.29,19.8,0.1,98.5,1.7,0.3,94.5,22.7,55.089,1
"NE","Thurston County",44.9,49.93,57.85,12.1,0.6,40.3,4.5,0.3,86.3,15.8,41.4,1
"NE","Valley County",15.52,81.49,22.79,23.9,0.2,98.5,2.2,0.3,93.9,17.8,40.445,1
"NE","Washington County",24.62,69.67,30.66,16,0.8,97.4,2.5,0.3,95,28.9,65.409,1
"NE","Wayne County",22.14,71.52,29.35,14.1,1.9,95.3,5.6,0.6,94,33.1,52.147,1
"NE","Webster County",18.14,78.25,25.43,23,0.7,96.5,4.6,0.2,91.1,17.2,41.045,1
"NE","Wheeler County",13.51,82.14,20.85,21.9,0,98.8,0.9,0.5,95.2,17.5,38.807,1
"NE","York County",18.88,74.9,21.65,18.5,1.6,95.7,4.9,0.6,94.2,24.9,49.633,1
"NH","Belknap County",39.22,56.05,47.03,19.9,0.8,96.4,1.6,1.2,90.6,28,58.654,1
"NH","Carroll County",44.69,50.36,49.1,24.5,0.5,97.3,1.4,0.7,91.9,31.2,50.866,1
"NH","Cheshire County",53.71,41.08,61.67,17.3,0.8,95.9,1.7,1.4,91.4,30.4,55.155,0
"NH","Coos County",42.99,52.12,58.22,21.8,0.7,96.9,1.7,0.6,85.5,17.3,41.985,1
"NH","Grafton County",56.95,37.97,61.16,18,1.1,93.1,2.2,3.5,91.6,37.7,54.912,0
"NH","Hillsborough County",47.28,47.48,50.06,13.9,2.6,91.4,6,3.8,90.8,35,69.829,1
"NH","Merrimack County",49.03,45.95,55.76,16.1,1.4,95,1.9,1.9,92.1,33.3,65.353,0
"NH","Rockingham County",44.69,50.53,47.17,15.2,0.9,95.5,2.6,1.9,94.5,37.2,77.348,1
"NH","Strafford County",51.38,42.8,56.5,13.8,1.2,93.4,2.2,3.2,91.6,31.8,58.825,0
"NH","Sullivan County",46.2,48.85,55.77,18.9,0.7,96.7,1.5,0.7,90.1,25.6,54.463,1
"NJ","Atlantic County",51.52,45.28,58.11,15.8,17.3,71.3,18.5,8.2,84.4,24.2,54.235,0
"NJ","Bergen County",54.5,42.51,54.96,16,6.8,74.4,18.5,16.3,91.3,45.9,83.794,0
"NJ","Burlington County",55.57,40.79,58.84,15.6,17.5,74.4,7.5,5,91.9,34.6,78.446,0
"NJ","Camden County",64.59,32.22,67.81,14.2,21.1,70.1,15.6,5.8,87.1,29.1,61.683,0
"NJ","Cape May County",38.5,58.37,45.03,23.9,5,91.6,7.3,1,89.1,28.7,56.494,1
"NJ","Cumberland County",51.01,45.67,60.99,13.6,21.9,72.1,29.3,1.4,77,14.3,50.75,0
"NJ","Essex County",77.06,20.7,77.39,12.4,41.9,49.7,22.1,5.3,83.5,32,55.095,0
"NJ","Gloucester County",47.95,48.38,54.62,14.1,10.8,83.9,5.7,3,90.9,28.4,74.524,1
"NJ","Hudson County",74.46,22.65,77.36,10.8,15.1,65.8,43.1,15.2,81.9,36.3,58.442,0
"NJ","Hunterdon County",40.8,54.64,40.03,15.7,2.7,92,6.2,3.7,94.2,47.6,106.143,1
"NJ","Mercer County",66.31,30.14,67.81,13.8,21.2,65.5,16.6,10.4,87.3,38.8,73.48,0
"NJ","Middlesex County",58.33,38.55,62.94,13.4,11.2,62.1,19.9,24,88.8,40.1,79.596,0
"NJ","Monmouth County",43.61,53.07,46.65,15.6,7.7,84.7,10.5,5.5,92.2,41.4,84.526,1
"NJ","Morris County",45.99,50.38,43.72,15.4,3.6,84.2,12.8,10.1,93.5,50,98.633,1
"NJ","Ocean County",31.53,65.53,40.64,21.9,3.5,92.9,8.9,2,89.8,25.4,61.136,1
"NJ","Passaic County",59.55,37.8,63.21,13.1,14.8,75.4,39.6,5.7,81.9,25.6,57.654,0
"NJ","Salem County",40.27,55.63,49.65,17.2,14.7,81.6,8,1,86,20.4,59.718,1
"NJ","Somerset County",54.35,41.91,52,14.1,9.9,71.2,14.2,16.6,93.2,51.1,99.02,0
"NJ","Sussex County",32.67,62.94,37.93,14.8,2.2,94.2,7.3,2,93.4,32.4,87.335,1
"NJ","Union County",66.28,30.81,66.33,13,23.5,68.4,30,5.4,85.3,31.8,68.507,0
"NJ","Warren County",35.07,60.68,41.26,16,4.5,90.9,8.4,2.8,89.7,29.6,70.912,1
"NM","Bernalillo County",52.6,34.79,55.55,14.2,3.4,84.9,49,2.7,87.4,32.1,48.801,0
"NM","Catron County",21.05,71.79,26.52,35,0.6,93,19.8,0.3,88.1,18.5,39.826,1
"NM","Chaves County",27.43,63.84,32.3,14.8,2.5,92.1,54.9,1,77.7,18.4,39.131,1
"NM","Cibola County",46.66,39.86,60.18,14.2,1.4,54,37.8,0.6,79.9,10.4,37.237,0
"NM","Colfax County",40.18,48.74,48.83,23.7,0.9,93.6,49,0.5,86.6,19.8,37.734,1
"NM","Curry County",24.58,66.95,29.41,11.5,7,86.1,39.7,1.7,81.5,20.4,39.871,1
"NM","De Baca County",21.26,68.33,31.89,23.8,0.4,93.7,40.8,0.2,80.7,17.9,37.66,1
"NM","Dona Ana County",54.16,36.2,55.97,14.2,2.2,92.1,66.8,1.3,77.5,26.6,37.933,0
"NM","Eddy County",25.65,67.22,31.83,13.9,1.9,93.1,46.4,0.8,80.9,16.7,49.165,1
"NM","Grant County",49.28,41.57,55,24.1,1.2,93.4,49.6,0.8,83.7,24.2,37.899,0
"NM","Guadalupe County",53.18,32.67,70.17,17.9,2.2,92.3,79.4,1.1,79.4,11.3,29.071,0
"NM","Harding County",29.6,59.01,43.33,30.7,0.7,95.9,43,0.7,89.8,21.4,34.063,1
"NM","Hidalgo County",42.48,49.35,51.53,19.1,1.3,95.7,57.2,0.6,78,14.1,34.08,1
